"Story","Title","Result","Date","Stability","Duration (s)"
"Como empleado y con rol administrativo necesito buscar un usuario en el aplicativo web","Buscar usuario registrado en el sistema mediante el Username","SUCCESS","2021-10-23T12:02:30.76492-05:00[America/Bogota]","0.0","17.87"
